,UTC time,carbon_intensity,biomass,coal,nat_gas,geothermal,hydro,nuclear,oil,solar,wind,unknown
16804,2021-12-01 04:00:00+00:00,243.79,20960,61788,14580,92,4396,29618,1172,0,139309,1972
16805,2021-12-01 05:00:00+00:00,237.8,20909,64520,16584,92,4271,29540,1172,0,155983,1972
16806,2021-12-01 06:00:00+00:00,233.4,20951,66139,17535,92,4031,29558,1172,0,167393,1972
16807,2021-12-01 07:00:00+00:00,223.43,20979,64351,17182,92,4160,29570,1172,187,176127,1972
16808,2021-12-01 08:00:00+00:00,212.93,20924,61243,17518,92,4154,29561,1172,2339,181890,1969
16809,2021-12-01 09:00:00+00:00,205,20976,59638,17713,92,4303,29122,1172,8941,185053,1970
16810,2021-12-01 10:00:00+00:00,201.58,20967,59767,17502,92,4565,28750,1172,15951,185424,1971
16811,2021-12-01 11:00:00+00:00,199.45,21031,59691,17142,92,4498,28745,1173,17377,187339,1971
16812,2021-12-01 12:00:00+00:00,200.47,21108,59192,17041,92,4213,28730,1172,14926,186024,1971
16813,2021-12-01 13:00:00+00:00,208.8,21155,62435,17074,92,4342,29372,1172,10540,184894,1972
16814,2021-12-01 14:00:00+00:00,217.32,21149,66159,17005,92,4507,30017,1172,5501,185335,1972
16815,2021-12-01 15:00:00+00:00,220.6,21213,67315,17069,92,4462,30408,1172,1265,186714,1972
16816,2021-12-01 16:00:00+00:00,220.12,21266,66059,17762,92,4380,29575,1172,8,186726,1972
16817,2021-12-01 17:00:00+00:00,221.52,21376,65724,18115,92,4506,29053,1172,0,184456,1972
16818,2021-12-01 18:00:00+00:00,219,21322,63210,17888,92,4838,28510,1173,0,181082,1973
16819,2021-12-01 19:00:00+00:00,215.52,21294,60982,17066,92,4631,28521,1181,0,179025,1972
16820,2021-12-01 20:00:00+00:00,213,21321,59127,16322,92,4569,28522,1184,0,176479,1990
16821,2021-12-01 21:00:00+00:00,213.44,21248,57142,15966,92,4292,28510,1170,0,169751,2051
16822,2021-12-01 22:00:00+00:00,214.64,21213,55194,16076,92,4288,28497,1164,0,162573,2151
16823,2021-12-01 23:00:00+00:00,210.64,21231,52459,14783,92,4360,28427,1164,0,158469,2236
16824,2021-12-02 00:00:00+00:00,313.51,20873,74647,15475,92,4784,30154,1170,0,97660,2211
16825,2021-12-02 01:00:00+00:00,209.01,20146,48163,13092,92,4398,28504,1164,0,144915,2234
16826,2021-12-02 02:00:00+00:00,223.97,20128,51760,12814,92,4501,29142,1166,0,135143,2097
16827,2021-12-02 03:00:00+00:00,254.64,20313,62332,13421,92,4478,30330,1172,0,126723,2080
16828,2021-12-02 04:00:00+00:00,286.83,20827,71366,14760,92,4744,30652,1172,0,114147,2149
16829,2021-12-02 05:00:00+00:00,318.25,20149,80901,18457,92,4593,31253,1172,0,105006,2194
16830,2021-12-02 06:00:00+00:00,344.99,19932,88358,25755,92,4978,31026,1176,0,97729,2322
16831,2021-12-02 07:00:00+00:00,364.16,20079,92524,32485,92,5306,31191,1534,164,90377,2327
16832,2021-12-02 08:00:00+00:00,376.03,20127,97359,37326,92,5325,31207,1657,5107,84355,2328
16833,2021-12-02 09:00:00+00:00,380.37,20808,100849,37836,92,5323,31219,1986,15387,75877,2269
16834,2021-12-02 10:00:00+00:00,373.64,21012,98928,38006,92,4822,31226,1980,23986,71523,2210
16835,2021-12-02 11:00:00+00:00,376.07,21058,98746,38364,92,5288,31217,1933,26022,67129,2223
16836,2021-12-02 12:00:00+00:00,387.51,21173,99565,39659,92,5223,31173,1832,24548,60872,2214
16837,2021-12-02 13:00:00+00:00,403.39,21212,100131,39919,92,4875,30558,2012,19668,55441,2211
16838,2021-12-02 14:00:00+00:00,425.63,21200,100753,41775,92,5089,30099,2456,10488,50440,2216
16839,2021-12-02 15:00:00+00:00,441.43,21421,102150,43719,92,4833,30160,2467,2182,49908,2216
16840,2021-12-02 16:00:00+00:00,440.72,21568,102047,45109,92,5070,30098,2618,14,52239,2220
16841,2021-12-02 17:00:00+00:00,439.22,21572,102687,45687,92,5214,30069,2880,0,53891,2343
16842,2021-12-02 18:00:00+00:00,436.55,21619,102063,47147,92,4961,30066,2413,0,55198,2394
16843,2021-12-02 19:00:00+00:00,424.86,21587,100643,45865,92,4862,30045,1807,0,61091,2600
16844,2021-12-02 20:00:00+00:00,411.98,21501,99257,38117,92,5096,30159,1417,0,66268,2604
16845,2021-12-02 21:00:00+00:00,404.66,21441,95335,30429,92,4986,30146,1172,0,65347,2567
16846,2021-12-02 22:00:00+00:00,384.95,21438,89717,24931,92,5133,30142,1172,0,70206,2353
16847,2021-12-02 23:00:00+00:00,364.58,21335,85120,19583,92,5029,30385,1173,0,76357,2297
16848,2021-12-03 00:00:00+00:00,327.98,21287,75633,18221,92,4629,30228,1154,0,89126,2113
16849,2021-12-03 01:00:00+00:00,336.15,21028,79581,16568,92,4974,30705,1172,0,87401,2093
16850,2021-12-03 02:00:00+00:00,320.51,21033,74332,15890,92,4698,30676,1172,0,91102,2047
16851,2021-12-03 03:00:00+00:00,309.56,20951,72651,15920,92,4714,30688,1172,0,97085,2048
16852,2021-12-03 04:00:00+00:00,310.54,20932,75395,16432,92,4731,30653,1172,0,101281,2047
16853,2021-12-03 05:00:00+00:00,308.02,20939,77413,19766,92,4767,30954,1172,0,108669,2091
16854,2021-12-03 06:00:00+00:00,316.3,21047,80380,23005,92,4957,31037,1172,0,108064,2221
16855,2021-12-03 07:00:00+00:00,309.94,21156,80272,24397,92,4873,31017,1172,157,114430,2220
16856,2021-12-03 08:00:00+00:00,297.21,21184,79746,24524,92,5006,30996,1172,4836,121772,2224
16857,2021-12-03 09:00:00+00:00,284.7,21156,77959,25623,92,4934,30987,1172,14439,124116,2232
16858,2021-12-03 10:00:00+00:00,269.42,21082,76589,23388,92,5012,30983,1172,24684,128228,2232
16859,2021-12-03 11:00:00+00:00,258.42,21059,76183,22278,92,4906,30814,1172,30847,135163,2232
16860,2021-12-03 12:00:00+00:00,252.42,21204,74380,21929,92,4752,30794,1172,29662,139808,2230
16861,2021-12-03 13:00:00+00:00,252.39,21319,72416,22662,92,4675,30510,1172,21987,142897,2232
16862,2021-12-03 14:00:00+00:00,255.95,21399,72123,22993,92,4682,30223,1155,11560,147108,2230
16863,2021-12-03 15:00:00+00:00,260.44,21478,72620,23526,92,4634,29995,1148,2574,151082,2228
16864,2021-12-03 16:00:00+00:00,260.8,21564,74291,24103,92,4790,30016,1148,13,156935,2228
16865,2021-12-03 17:00:00+00:00,255.59,21556,73091,25590,92,4763,30006,1148,0,162356,2229
16866,2021-12-03 18:00:00+00:00,247.92,21543,70282,25252,92,4690,29981,1148,0,166010,2382
16867,2021-12-03 19:00:00+00:00,245.39,21541,67419,23711,92,4748,29996,1148,0,161125,2562
16868,2021-12-03 20:00:00+00:00,248.65,21513,66106,22873,92,4987,30038,1148,0,152482,2520
16869,2021-12-03 21:00:00+00:00,261.44,21485,67084,21649,92,4869,30042,1148,0,138232,2507
16870,2021-12-03 22:00:00+00:00,281.18,21452,68787,20972,92,4765,30060,1148,0,119969,2351
16871,2021-12-03 23:00:00+00:00,301.57,21440,71366,19985,92,4634,30054,1148,0,105074,2295
16872,2021-12-04 00:00:00+00:00,341,21362,74383,15430,92,4908,30558,1148,0,75867,2121
16873,2021-12-04 01:00:00+00:00,342.58,21261,72829,19508,92,4533,29799,1146,0,75416,2028
16874,2021-12-04 02:00:00+00:00,369.92,21185,76753,19047,92,4498,29912,1146,0,62874,2028
16875,2021-12-04 03:00:00+00:00,392.49,21102,79253,19423,92,4507,30488,1142,0,52350,2028
16876,2021-12-04 04:00:00+00:00,410.62,21023,80845,19980,92,4522,30864,1140,0,44192,2029
16877,2021-12-04 05:00:00+00:00,426.34,20986,82412,20558,92,4544,30960,1140,0,37948,2072
16878,2021-12-04 06:00:00+00:00,443.38,21008,85134,25171,92,4539,31269,1140,0,32667,2204
16879,2021-12-04 07:00:00+00:00,448.48,21098,85063,28671,92,4569,31672,1142,176,29937,2207
16880,2021-12-04 08:00:00+00:00,450.85,21270,84352,33482,92,4710,31717,1140,888,27739,2206
16881,2021-12-04 09:00:00+00:00,450.4,21187,85161,33939,92,4835,31714,1140,3772,25934,2207
16882,2021-12-04 10:00:00+00:00,445.3,21231,83972,33982,92,4625,31697,1140,7717,23939,2204
16883,2021-12-04 11:00:00+00:00,437.68,21338,82524,33891,92,4632,31678,1140,10914,23413,2204
16884,2021-12-04 12:00:00+00:00,433.94,21420,82352,34071,92,4689,31631,1140,11557,24510,2204
16885,2021-12-04 13:00:00+00:00,438.65,21457,82697,34024,92,4670,31660,1140,8598,25158,2204
16886,2021-12-04 14:00:00+00:00,437.36,21445,82955,34037,92,4689,31355,1140,3707,30820,2200
16887,2021-12-04 15:00:00+00:00,425.32,21480,83304,33854,92,4683,30670,1140,602,40830,2213
16888,2021-12-04 16:00:00+00:00,413.38,21550,84885,33217,92,4729,30533,1147,8,49418,2224
16889,2021-12-04 17:00:00+00:00,401.84,21589,85910,33509,92,4772,30516,1148,0,57283,2239
16890,2021-12-04 18:00:00+00:00,394.71,21606,86775,30792,92,4819,30475,1148,0,61914,2179
16891,2021-12-04 19:00:00+00:00,385.28,21539,85584,26204,92,4827,30471,1148,0,65598,2525
16892,2021-12-04 20:00:00+00:00,373.94,21474,83857,21403,92,5069,30660,1148,0,69152,2713
16893,2021-12-04 21:00:00+00:00,371.18,21476,82623,19045,92,4996,30724,1148,0,68649,2712
16894,2021-12-04 22:00:00+00:00,371.76,21473,82867,17970,92,5009,30752,1148,0,68077,2595
16895,2021-12-04 23:00:00+00:00,364.7,21466,81217,15576,92,4998,30753,1148,0,69311,2172
16896,2021-12-05 00:00:00+00:00,410.21,21371,84937,20556,92,5066,30765,1156,0,48552,2591
16897,2021-12-05 01:00:00+00:00,330.06,21292,70333,14501,92,5063,30789,1156,0,76616,2152
16898,2021-12-05 02:00:00+00:00,326.54,21226,68180,14353,92,5246,30774,1156,0,75510,2153
16899,2021-12-05 03:00:00+00:00,335.88,21110,69923,14668,92,5213,30741,1156,0,72076,2156
16900,2021-12-05 04:00:00+00:00,344.47,21069,69411,14748,92,5258,30755,1156,0,65742,2156
16901,2021-12-05 05:00:00+00:00,356.1,21087,71514,15022,92,5244,30770,1156,0,61574,2155
16902,2021-12-05 06:00:00+00:00,369.62,21028,76242,15572,92,5235,30759,1156,0,59873,2153
16903,2021-12-05 07:00:00+00:00,379.86,21105,80193,17022,92,5342,30723,1156,78,58966,2155
16904,2021-12-05 08:00:00+00:00,384.61,21197,82687,20335,92,5414,30748,1156,2705,57599,2241
16905,2021-12-05 09:00:00+00:00,384.68,21265,84181,22972,92,5200,30740,1156,11358,52684,2622
16906,2021-12-05 10:00:00+00:00,383,21266,85177,25816,92,5048,30725,1156,20187,47936,2707
16907,2021-12-05 11:00:00+00:00,385.71,21339,85470,28057,92,5071,30739,1156,24437,43250,2732
16908,2021-12-05 12:00:00+00:00,396.72,21437,86616,29134,92,5047,30732,1156,23393,38791,2733
16909,2021-12-05 13:00:00+00:00,409.45,21467,86376,30710,92,5025,30721,1156,17337,36786,2735
16910,2021-12-05 14:00:00+00:00,422.69,21446,86018,31876,92,5026,30721,1156,8594,37184,2734
16911,2021-12-05 15:00:00+00:00,430.93,21507,86318,33573,92,4978,30713,1156,1935,39432,2736
16912,2021-12-05 16:00:00+00:00,432.2,21537,86405,35719,92,5110,30713,1156,14,40758,2732
16913,2021-12-05 17:00:00+00:00,427.28,21588,85800,36623,92,5051,30763,1156,0,42972,2735
16914,2021-12-05 18:00:00+00:00,420.26,21578,84623,36919,92,4999,30764,1156,0,45819,2737
16915,2021-12-05 19:00:00+00:00,419.14,21502,84567,35593,92,5193,30741,1156,0,46036,2740
16916,2021-12-05 20:00:00+00:00,425.15,21406,85741,33333,92,5135,30729,1156,0,43607,2735
16917,2021-12-05 21:00:00+00:00,430.02,21453,86231,30902,92,5041,30733,1156,0,41176,2738
16918,2021-12-05 22:00:00+00:00,432.94,21485,86499,29854,92,5056,30721,1156,0,39742,2736
16919,2021-12-05 23:00:00+00:00,431.41,21467,86723,25261,92,4979,30740,1156,0,40166,2734
16920,2021-12-06 00:00:00+00:00,364.39,21194,87082,20265,92,4982,30818,1251,0,79293,2613
16921,2021-12-06 01:00:00+00:00,448.77,21272,91518,21377,92,4911,30773,1156,0,35539,2738
16922,2021-12-06 02:00:00+00:00,451.54,21145,91638,21278,92,4815,30774,1156,0,34461,2720
16923,2021-12-06 03:00:00+00:00,457.76,21012,92706,21905,92,4841,30782,1156,0,32508,2720
16924,2021-12-06 04:00:00+00:00,463.49,20983,95410,25606,92,4970,30758,1156,0,32139,2720
16925,2021-12-06 05:00:00+00:00,466.9,21004,98334,32479,92,5315,30785,1156,0,32781,2720
16926,2021-12-06 06:00:00+00:00,475.81,21115,103285,41731,92,5329,30852,1156,0,32284,2720
16927,2021-12-06 07:00:00+00:00,479.64,21170,106309,47453,92,5297,30856,1783,77,32798,2697
16928,2021-12-06 08:00:00+00:00,473.1,21279,105849,48555,92,5257,30832,2056,1683,34628,2688
16929,2021-12-06 09:00:00+00:00,464.34,21317,104817,49295,92,5239,30869,1812,7440,33282,2686
16930,2021-12-06 10:00:00+00:00,451.37,21309,102528,49575,92,5209,30866,1792,14517,32455,2688
16931,2021-12-06 11:00:00+00:00,445.19,21312,102425,49376,92,5216,30857,1789,19734,31254,2688
16932,2021-12-06 12:00:00+00:00,444.96,21381,102268,49102,92,5219,30828,1788,20904,30136,2685
16933,2021-12-06 13:00:00+00:00,447.74,21519,102501,48539,92,5237,30851,1785,16719,32351,2687
16934,2021-12-06 14:00:00+00:00,449.57,21543,102286,47933,92,5183,30837,1782,9565,37676,2694
16935,2021-12-06 15:00:00+00:00,447.14,21536,102281,46468,92,4995,30813,1207,2123,45780,2703
16936,2021-12-06 16:00:00+00:00,435.44,21622,102301,46027,92,5384,30839,1501,15,54508,2722
16937,2021-12-06 17:00:00+00:00,422.9,21634,101510,46794,92,5349,30818,1598,0,62058,2722
16938,2021-12-06 18:00:00+00:00,410.95,21582,101427,43858,92,5029,30768,1400,0,69798,2721
16939,2021-12-06 19:00:00+00:00,399.16,21533,100775,38709,92,4877,30758,1156,0,76318,2724
16940,2021-12-06 20:00:00+00:00,386.98,21505,98086,31561,92,4807,30743,1156,0,80319,2716
16941,2021-12-06 21:00:00+00:00,381.03,21448,96277,27764,92,4813,30768,1156,0,81393,2706
16942,2021-12-06 22:00:00+00:00,376.9,21409,96060,24253,92,4773,30783,1156,0,83060,2671
16943,2021-12-06 23:00:00+00:00,362.12,21385,92060,21261,92,4858,30763,1156,0,87807,2647
16944,2021-12-07 00:00:00+00:00,263.22,21271,64633,16042,92,4815,28374,1209,0,127193,2278
16945,2021-12-07 01:00:00+00:00,333.47,21173,82279,19493,92,4914,30864,1651,0,95765,2554
16946,2021-12-07 02:00:00+00:00,331.05,21074,79777,19501,92,4939,30909,1646,0,93859,2554
16947,2021-12-07 03:00:00+00:00,348.39,20987,84156,20222,92,4980,30875,1156,0,86850,2603
16948,2021-12-07 04:00:00+00:00,371.32,20991,92252,21832,92,4934,30875,1156,0,81565,2706
16949,2021-12-07 05:00:00+00:00,393.11,20985,101726,25770,92,4962,30868,1156,0,78504,2704
16950,2021-12-07 06:00:00+00:00,408.31,21004,108886,36210,92,5034,30832,1156,0,77827,2705
16951,2021-12-07 07:00:00+00:00,415.12,21040,111367,43060,92,4905,30832,1156,136,76787,2708
16952,2021-12-07 08:00:00+00:00,421.95,21101,111800,45372,92,5018,30825,1157,2059,70836,2708
16953,2021-12-07 09:00:00+00:00,425.4,21120,111399,45977,92,4895,30819,1162,7974,62816,2705
16954,2021-12-07 10:00:00+00:00,426.55,21162,111495,45556,92,4952,30813,1164,16041,54570,2707
16955,2021-12-07 11:00:00+00:00,423.05,20592,111726,45329,92,4975,30810,1159,22790,51260,2706
16956,2021-12-07 12:00:00+00:00,419.54,21254,111468,44216,92,4838,30794,1150,25335,50821,2708
16957,2021-12-07 13:00:00+00:00,428.53,21318,111137,44447,92,4842,30777,1148,20959,48242,2706
16958,2021-12-07 14:00:00+00:00,441.98,21345,109334,45283,92,4974,30770,1148,12087,45880,2706
16959,2021-12-07 15:00:00+00:00,444.67,21366,107413,45381,92,4994,30803,1148,2956,50883,2708
16960,2021-12-07 16:00:00+00:00,431.05,21459,106325,46516,92,5306,30790,1653,11,61353,2708
16961,2021-12-07 17:00:00+00:00,403.1,21489,104691,44596,92,5330,30778,2259,0,79246,2706
16962,2021-12-07 18:00:00+00:00,379.31,21560,102374,38971,92,5016,30195,2054,0,94288,2704
16963,2021-12-07 19:00:00+00:00,355.13,21560,97403,32066,92,4977,29412,1805,0,106359,2705
16964,2021-12-07 20:00:00+00:00,329.65,21469,90988,25705,92,4893,29224,1556,0,116986,2661
16965,2021-12-07 21:00:00+00:00,306.3,21365,83311,22724,92,4995,29214,1524,0,124689,2508
16966,2021-12-07 22:00:00+00:00,281.8,21323,75349,20014,92,4941,28957,1148,0,132771,2455
16967,2021-12-07 23:00:00+00:00,259.94,21278,66137,17217,92,4815,27496,1149,0,136152,2398
16968,2021-12-08 00:00:00+00:00,395.06,21117,92494,22423,92,4618,29945,1160,0,67201,2565
16969,2021-12-08 01:00:00+00:00,234.03,21137,56283,14291,92,4643,27530,1148,0,138740,2184
16970,2021-12-08 02:00:00+00:00,234.56,20989,54486,14209,92,4629,27492,1148,0,133350,2180
16971,2021-12-08 03:00:00+00:00,237.7,20952,56408,14357,92,4692,27536,1148,0,134775,2181
16972,2021-12-08 04:00:00+00:00,243.83,20912,60207,14769,92,4938,27468,1148,0,137551,2185
16973,2021-12-08 05:00:00+00:00,260.6,20834,66209,16438,92,4948,27565,1148,0,134362,2192
16974,2021-12-08 06:00:00+00:00,303.28,20910,86124,20340,92,4904,29425,1148,0,130704,2528
16975,2021-12-08 07:00:00+00:00,328.63,20967,96464,24166,92,4883,30630,1148,84,123943,2705
16976,2021-12-08 08:00:00+00:00,342.52,20987,100780,25861,92,4733,30627,1148,1405,117077,2700
16977,2021-12-08 09:00:00+00:00,349.64,21022,101631,27277,92,4645,30621,1148,5220,109071,2696
16978,2021-12-08 10:00:00+00:00,358.66,21131,101947,29376,92,4694,30640,1148,9320,98609,2696
16979,2021-12-08 11:00:00+00:00,367.97,21246,101807,32901,92,4695,30711,1147,11336,89880,2699
16980,2021-12-08 12:00:00+00:00,378.86,21264,102614,37164,92,4803,30711,1148,11709,82902,2696
16981,2021-12-08 13:00:00+00:00,391.05,21164,104087,37946,92,4673,30708,1408,9308,77848,2706
16982,2021-12-08 14:00:00+00:00,404.34,21203,105217,39530,92,4775,30714,1758,5515,73161,2716
16983,2021-12-08 15:00:00+00:00,415.34,21363,105488,40114,92,4679,30727,1765,1204,69751,2707
16984,2021-12-08 16:00:00+00:00,420.52,21477,105169,40775,92,4992,30720,2124,9,66975,2701
16985,2021-12-08 17:00:00+00:00,421.54,21515,105033,41051,92,5143,30738,2216,0,66077,2686
16986,2021-12-08 18:00:00+00:00,425.73,21507,105701,40851,92,5016,30724,2026,0,63942,2687
16987,2021-12-08 19:00:00+00:00,427.61,21474,104521,39623,92,4922,30720,1415,0,61203,2684
16988,2021-12-08 20:00:00+00:00,433.46,21392,104599,36277,92,4671,30712,1164,0,57292,2681
16989,2021-12-08 21:00:00+00:00,442.99,21319,104646,30479,92,4696,30728,1164,0,50984,2673
16990,2021-12-08 22:00:00+00:00,447.26,21214,102241,28540,92,4692,30746,1164,0,46364,2675
16991,2021-12-08 23:00:00+00:00,453.02,21209,102292,27057,92,4695,30731,1164,0,43200,2675
16992,2021-12-09 00:00:00+00:00,448.28,21222,100466,23822,92,5081,30661,1164,0,43558,2686
16993,2021-12-09 01:00:00+00:00,458.7,21009,104909,25164,92,4643,30741,1162,0,42373,2696
16994,2021-12-09 02:00:00+00:00,466.03,20995,104921,23409,92,4888,30740,1164,0,38310,2696
16995,2021-12-09 03:00:00+00:00,470.47,20948,105370,24894,92,4674,30809,1164,0,36683,2696
16996,2021-12-09 04:00:00+00:00,471.95,20964,105634,26548,92,4914,31256,1164,0,35532,2695
16997,2021-12-09 05:00:00+00:00,469.41,20943,104869,33639,92,5281,31644,1164,0,35795,2694
16998,2021-12-09 06:00:00+00:00,471.85,21035,105922,42708,92,5541,31665,1692,0,35581,2696
16999,2021-12-09 07:00:00+00:00,478.41,21107,110574,45414,92,5587,31695,1780,111,35401,2695
17000,2021-12-09 08:00:00+00:00,480.73,21189,112889,47167,92,5127,31674,1780,1073,35379,2693
17001,2021-12-09 09:00:00+00:00,479.28,21260,112647,47696,92,5705,31660,1780,4360,32384,2693
17002,2021-12-09 10:00:00+00:00,477.78,21215,112560,47772,92,5422,31682,1780,8451,29643,2692
17003,2021-12-09 11:00:00+00:00,477.02,21244,112106,47885,92,5061,31643,1993,10664,28141,2693
17004,2021-12-09 12:00:00+00:00,476.12,21428,112423,48847,92,5267,31597,2037,10084,29215,2693
17005,2021-12-09 13:00:00+00:00,478.79,21473,112358,49004,92,5750,31620,1792,6999,29925,2704
17006,2021-12-09 14:00:00+00:00,484.94,21406,112771,49114,92,5565,31598,1776,3699,30123,2714
17007,2021-12-09 15:00:00+00:00,487.41,21594,113554,49196,92,5423,31619,1776,843,32006,2740
17008,2021-12-09 16:00:00+00:00,483.82,21688,113810,49306,92,5724,31615,2107,6,34709,2740
17009,2021-12-09 17:00:00+00:00,480.09,21710,113358,49291,92,5641,31580,2193,0,36596,2725
17010,2021-12-09 18:00:00+00:00,475.97,21597,112755,49164,92,5523,31154,1903,0,38965,2712
17011,2021-12-09 19:00:00+00:00,467.41,21670,110777,46818,92,5154,30672,1702,0,42988,2711
17012,2021-12-09 20:00:00+00:00,458.43,21546,108840,43613,92,5089,30584,1164,0,46442,2696
17013,2021-12-09 21:00:00+00:00,452.66,21471,107656,37930,92,5130,30609,1164,0,48350,2704
17014,2021-12-09 22:00:00+00:00,448.67,21395,106117,30741,92,5111,30641,1164,0,48714,2702
17015,2021-12-09 23:00:00+00:00,445.75,21422,103015,24187,92,5161,30639,1164,0,46973,2699
17016,2021-12-10 00:00:00+00:00,491.82,21030,92824,27615,92,4974,30711,1162,0,17766,2675
17017,2021-12-10 01:00:00+00:00,442.16,21214,95934,21275,92,5141,30655,1164,0,42504,2684
17018,2021-12-10 02:00:00+00:00,440.97,21129,94372,21666,92,5151,30657,1164,0,41821,2699
17019,2021-12-10 03:00:00+00:00,438.28,21083,91337,21208,92,5345,30655,1163,0,40267,2704
17020,2021-12-10 04:00:00+00:00,444.7,21018,94492,22163,92,5239,30673,1164,0,40049,2703
17021,2021-12-10 05:00:00+00:00,449.17,20985,98017,26905,92,5087,30669,1164,0,41423,2703
17022,2021-12-10 06:00:00+00:00,449.22,20985,101438,38314,92,5369,30677,1166,0,45071,2700
17023,2021-12-10 07:00:00+00:00,446.33,21142,103525,44039,92,5346,30702,1579,55,49133,2701
17024,2021-12-10 08:00:00+00:00,443.06,21215,105475,44472,92,5328,30710,1592,2153,50884,2704
17025,2021-12-10 09:00:00+00:00,442.83,21187,106870,44785,92,5128,30725,1419,8255,46766,2703
17026,2021-12-10 10:00:00+00:00,447.82,21172,109845,45035,92,5105,30732,1164,14734,40192,2702
17027,2021-12-10 11:00:00+00:00,455.08,21203,110424,45048,92,5037,30747,1164,18582,32724,2700
17028,2021-12-10 12:00:00+00:00,468.74,21238,110140,45110,92,5141,30748,1164,18079,24864,2703
17029,2021-12-10 13:00:00+00:00,485.21,21383,110203,45095,92,5096,30765,1164,13531,20075,2700
17030,2021-12-10 14:00:00+00:00,504.39,21377,110940,45305,92,5107,30798,1678,6611,17369,2700
17031,2021-12-10 15:00:00+00:00,512.17,21486,109844,45566,92,5072,30799,1791,1240,17940,2700
17032,2021-12-10 16:00:00+00:00,507.5,21485,108822,45473,92,5338,30806,1916,4,20447,2700
17033,2021-12-10 17:00:00+00:00,505.65,21534,108071,45809,92,5625,30784,2252,0,20670,2718
17034,2021-12-10 18:00:00+00:00,507.41,21484,106939,45937,92,5414,30792,2009,0,19265,2723
17035,2021-12-10 19:00:00+00:00,509.02,21513,103967,45428,92,5174,30765,1784,0,16852,2722
17036,2021-12-10 20:00:00+00:00,508.43,21500,99644,44835,92,4941,30774,1409,0,14548,2700
17037,2021-12-10 21:00:00+00:00,510.93,21457,97243,44036,92,4950,30741,1163,0,11971,2689
17038,2021-12-10 22:00:00+00:00,513.52,21407,96001,41688,92,5093,30729,1163,0,10116,2680
17039,2021-12-10 23:00:00+00:00,511.55,21296,93039,34901,92,4973,30717,1164,0,9596,2679
17040,2021-12-11 00:00:00+00:00,392.19,21155,80997,18571,92,4615,31309,1144,0,53665,2468
17041,2021-12-11 01:00:00+00:00,508.05,20873,90328,30022,92,5020,30756,1156,0,9616,2676
17042,2021-12-11 02:00:00+00:00,503.83,20799,87630,29115,92,4629,30745,1156,0,9976,2678
17043,2021-12-11 03:00:00+00:00,501.63,20771,88405,29269,92,4640,30738,1156,0,11327,2677
17044,2021-12-11 04:00:00+00:00,501.55,20717,89674,29645,92,4653,30757,1156,0,12172,2680
17045,2021-12-11 05:00:00+00:00,500.24,20725,90532,29755,92,4721,30777,1156,0,13151,2681
17046,2021-12-11 06:00:00+00:00,498.99,20712,92576,35039,92,4801,31225,1156,0,14377,2681
17047,2021-12-11 07:00:00+00:00,492.7,20797,93386,39784,92,4681,31608,1156,84,17161,2692
17048,2021-12-11 08:00:00+00:00,484.65,20851,93834,40711,92,4672,31644,1156,1361,19850,2708
17049,2021-12-11 09:00:00+00:00,468.2,20933,94783,40822,92,4686,31677,1156,6190,23837,2724
17050,2021-12-11 10:00:00+00:00,449.49,21130,95158,40805,92,4703,31668,1156,12332,28062,2724
17051,2021-12-11 11:00:00+00:00,437.49,21073,95270,40676,92,4726,31669,1156,15662,31769,2711
17052,2021-12-11 12:00:00+00:00,429.51,20669,95130,39001,92,4736,31677,1156,15896,36026,2708
17053,2021-12-11 13:00:00+00:00,431.92,20925,94615,36751,92,4812,31689,1156,12081,37105,2682
17054,2021-12-11 14:00:00+00:00,440.76,21436,94412,39021,92,4867,31696,1156,6208,37307,2682
17055,2021-12-11 15:00:00+00:00,448.31,21486,94930,40393,92,4674,31710,1650,1207,38745,2684
17056,2021-12-11 16:00:00+00:00,448.71,21488,95739,39806,92,4528,31707,1794,5,40476,2684
17057,2021-12-11 17:00:00+00:00,446.84,21498,96227,39742,92,4534,31707,1796,0,41904,2684
17058,2021-12-11 18:00:00+00:00,441.91,21468,95818,39618,92,4773,31695,1796,0,44073,2683
17059,2021-12-11 19:00:00+00:00,436.96,21514,94355,36784,92,4756,31704,1269,0,44942,2684
17060,2021-12-11 20:00:00+00:00,426.32,21454,92897,29936,92,4812,31671,1176,0,48561,2681
17061,2021-12-11 21:00:00+00:00,413.97,21410,88988,26652,92,4578,31601,1165,0,51466,2680
17062,2021-12-11 22:00:00+00:00,397.42,21379,84284,22365,92,4465,31599,1147,0,55167,2638
17063,2021-12-11 23:00:00+00:00,377.35,21342,81218,16543,92,4412,31576,1140,0,61841,2483
17064,2021-12-12 00:00:00+00:00,392.53,21311,81721,15955,92,4336,30615,1140,0,54568,2543
17065,2021-12-12 01:00:00+00:00,337.33,21088,70894,14490,92,4592,31250,1140,0,72494,2111
17066,2021-12-12 02:00:00+00:00,329.65,21084,69206,13821,92,4398,30606,1140,0,75625,2093
17067,2021-12-12 03:00:00+00:00,323.21,20982,67787,13619,92,4680,30522,1145,0,77602,2088
17068,2021-12-12 04:00:00+00:00,314.26,20969,65771,14017,92,4661,30185,1148,0,81290,2097
17069,2021-12-12 05:00:00+00:00,309.13,20951,65647,14836,92,4718,29842,1151,0,85775,2184
